id,label,book_id,book_title,book_type,page,num_images,image_labels,image_iiif
b28b2a4a-7522-4b71-9db1-00ac9c41e2ff/pp342-343-insertion-a-verso,Logique formelle et logique transcendantale : essai d'une critique de la raison logique. pp.342-343 Insertion A,https://derridas-margins.princeton.edu/titles/247/,Logique formelle et logique transcendantale,Book,pp.342-343,2,verso;recto,"https://derridas-margins.princeton.edu/library/husserl-formale-und-transzendentale-logik-versuch-einer-kritik-der-logischen-1957-B/gallery/images/pp342-343-insertion-a-verso/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/husserl-formale-und-transzendentale-logik-versuch-einer-kritik-der-logischen-1957-B/gallery/images/pp342-343-insertion-a-recto/iiif/full/500,/0/default.jpg"
111f41c5-bc8e-4b96-b59a-74297eb4e9ab/inside-front-cover-half-title-insertion-j-recto,"Derrida, Jacques. L'Origine de la géométrie. Inside front cover - half-title Insertion J",https://derridas-margins.princeton.edu/titles/96/,L'origine de la géométrie,Book,Inside front cover - half-title,2,recto;verso,"https://derridas-margins.princeton.edu/library/husserl-der-ursprung-der-geometrie-als-intentional-historisches-problem-1962-B/gallery/images/inside-front-cover-half-title-insertion-j-recto/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/husserl-der-ursprung-der-geometrie-als-intentional-historisches-problem-1962-B/gallery/images/inside-front-cover-half-title-insertion-j-verso/iiif/full/500,/0/default.jpg"
4cba5fd0-2e18-4e34-80b5-336fc59a607e/pp-162-163-insertion-a-recto,Friedrich Nietzsche. La Naissance de la tragédie. pp. 162-163 Insertion A,https://derridas-margins.princeton.edu/titles/116/,La Naissance de la tragédie,Book,pp. 162-163,2,recto;verso,"https://derridas-margins.princeton.edu/library/nietzsche-die-geburt-der-tragodie-aus-dem-geiste-der-musik-1949/gallery/images/pp-162-163-insertion-a-recto/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/nietzsche-die-geburt-der-tragodie-aus-dem-geiste-der-musik-1949/gallery/images/pp-162-163-insertion-a-verso/iiif/full/500,/0/default.jpg"
bdcf0162-d0cf-4bb6-9a08-a207117250b3/pp-36-37-insertion-a-verso,"Introduction à la métaphysique,. pp. 36-37 Insertion A",https://derridas-margins.princeton.edu/titles/115/,Introduction à la métaphysique,Book,pp. 36-37,2,verso;recto,"https://derridas-margins.princeton.edu/library/heidegger-einfuhrung-in-die-metaphysic-1958/gallery/images/pp-36-37-insertion-a-verso/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/heidegger-einfuhrung-in-die-metaphysic-1958/gallery/images/pp-36-37-insertion-a-recto/iiif/full/500,/0/default.jpg"
1edad388-2403-43de-9e73-b7b111ddd078/pp-116-117-insertion-a-recto,Essais de linguistique générale. pp. 116-117 Insertion A,https://derridas-margins.princeton.edu/titles/107/,Essais de linguistique générale,Book,pp. 116-117,2,recto;verso,"https://derridas-margins.princeton.edu/library/jakobson-fundamentals-of-language-1963/gallery/images/pp-116-117-insertion-a-recto/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/jakobson-fundamentals-of-language-1963/gallery/images/pp-116-117-insertion-a-verso/iiif/full/500,/0/default.jpg"
5871fd80-b2fe-4a8c-b62c-c67a4b71b607/inside-front-cover-front-flyleaf-1-insertion-a-recto,"Derrida, Jacques. L'Écriture et la différence. Inside front cover - Front flyleaf 1 Insertion A",https://derridas-margins.princeton.edu/titles/11/,L'écriture et la différence,Book,Inside front cover - Front flyleaf 1,2,recto;verso,"https://derridas-margins.princeton.edu/library/derrida-lecriture-et-la-difference-1967/gallery/images/inside-front-cover-front-flyleaf-1-insertion-a-recto/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/derrida-lecriture-et-la-difference-1967/gallery/images/inside-front-cover-front-flyleaf-1-insertion-a-verso/iiif/full/500,/0/default.jpg"
807eab70-c736-45a8-83df-6018a4ea8b65/pp-32-33-insertion-a-recto,"Franz Kafka. Oeuvres complètes, Tome VI. pp. 32-33 Insertion A",https://derridas-margins.princeton.edu/titles/199/,Oeuvres complètes de Franz Kafka,Book,pp. 32-33,2,recto;verso,"https://derridas-margins.princeton.edu/library/kafka-oeuvres-completes-vol-vi-1964/gallery/images/pp-32-33-insertion-a-recto/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/kafka-oeuvres-completes-vol-vi-1964/gallery/images/pp-32-33-insertion-a-verso/iiif/full/500,/0/default.jpg"
66c89679-f365-4034-8cad-e381f0f9996e/pp-inside-front-cover-front-flyleaf-1-recto-insertion-a-verso,Plato. Platon. Oeuvres Complètes : Tome VII-1ère partie. La République (Livres IV-VII). pp. Inside Front Cover-Front flyleaf 1 recto Insertion A,https://derridas-margins.princeton.edu/titles/200/,La République,Book,pp. Inside Front Cover-Front flyleaf 1 recto,2,verso;recto,"https://derridas-margins.princeton.edu/library/plato-the-republic-1956/gallery/images/pp-inside-front-cover-front-flyleaf-1-recto-insertion-a-verso/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/plato-the-republic-1956/gallery/images/pp-inside-front-cover-front-flyleaf-1-recto-insertion-a-recto/iiif/full/500,/0/default.jpg"
01cea515-d930-4bd3-a90c-64044b35e963/pp-156-157-insertion-a-verso,Martin Heidegger. Unterwegs zur Sprache. pp. 156-157 Insertion A,https://derridas-margins.princeton.edu/titles/136/,Unterwegs zur Sprache,Book,pp. 156-157,2,verso;recto,"https://derridas-margins.princeton.edu/library/heidegger-unterwegs-zur-sprache-1959/gallery/images/pp-156-157-insertion-a-verso/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/heidegger-unterwegs-zur-sprache-1959/gallery/images/pp-156-157-insertion-a-recto/iiif/full/500,/0/default.jpg"
7546c2a9-d05f-4036-a925-1ac42bac0ff9/pp-128-129-insertion-a-recto,"Martinet, André. La linguistique synchronique : Études et recherches. pp. 128-129 Insertion A",https://derridas-margins.princeton.edu/titles/23/,La linguistique synchronique: Études et Recherches,Book,pp. 128-129,2,recto;verso,"https://derridas-margins.princeton.edu/library/martinet-la-linguistique-synchronique-etudes-et-recherches-1965/gallery/images/pp-128-129-insertion-a-recto/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/martinet-la-linguistique-synchronique-etudes-et-recherches-1965/gallery/images/pp-128-129-insertion-a-verso/iiif/full/500,/0/default.jpg"
4cba5fd0-2e18-4e34-80b5-336fc59a607e/pp-226-227-insertion-a-recto,Friedrich Nietzsche. La Naissance de la tragédie. pp. 226-227 Insertion A,https://derridas-margins.princeton.edu/titles/116/,La Naissance de la tragédie,Book,pp. 226-227,2,recto;verso,"https://derridas-margins.princeton.edu/library/nietzsche-die-geburt-der-tragodie-aus-dem-geiste-der-musik-1949/gallery/images/pp-226-227-insertion-a-recto/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/nietzsche-die-geburt-der-tragodie-aus-dem-geiste-der-musik-1949/gallery/images/pp-226-227-insertion-a-verso/iiif/full/500,/0/default.jpg"
d5b6c0fb-cb10-473f-8063-bffe3f9c6a4e/210pp-168-169-insertion-a-verso,Edmund Husserl. Idées directrices pour une phénoménologie et une philosophie phénoménologique pures. Introduction générale à la phénoménologie pure. [210pp. 168-169 Insertion A,https://derridas-margins.princeton.edu/titles/112/,Idées I,Book,[210pp. 168-169,1,verso,"https://derridas-margins.princeton.edu/library/husserl-ideen-zu-einer-reinen-phanomenologie-und-phanomenologischen-philosophie-erstes-1950/gallery/images/210pp-168-169-insertion-a-verso/iiif/full/500,/0/default.jpg"
d22dedbc-3252-40f6-9a82-b345d2b0f3fe/pp296-297-insertion-a-recto,G. W. F. Hegel. Précis de l'encyclopédie des sciences philosophiques. pp.296-297 Insertion A,https://derridas-margins.princeton.edu/titles/109/,Encyclopédie,Book,pp.296-297,2,recto;verso,"https://derridas-margins.princeton.edu/library/hegel-enzyklopadie-der-philosophischen-wissenschaften-im-grundrisse-1952/gallery/images/pp296-297-insertion-a-recto/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/hegel-enzyklopadie-der-philosophischen-wissenschaften-im-grundrisse-1952/gallery/images/pp296-297-insertion-a-verso/iiif/full/500,/0/default.jpg"
c30a5a80-c375-4bca-b200-2638b28e0c58/pp-72-73-insertion-a-recto,Platon. Platon. Oeuvres Complètes : Tome troisième. Le Banquet / Phédon / Phèdre / Théétète / Parménide. pp. 72-73 Insertion A,https://derridas-margins.princeton.edu/titles/214/,Phèdre,Book,pp. 72-73,2,recto;verso,"https://derridas-margins.princeton.edu/library/plato-phaedrus-1938/gallery/images/pp-72-73-insertion-a-recto/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/plato-phaedrus-1938/gallery/images/pp-72-73-insertion-a-verso/iiif/full/500,/0/default.jpg"
af4357c0-6cda-47cc-8a0b-74bf23af92a8/pp-166-167-insertion-a-i,Pensée Formelle et Sciences de l'Homme. pp. 166-167 Insertion A,https://derridas-margins.princeton.edu/titles/126/,Pensée formelle et sciences de l'homme,Book,pp. 166-167,5,i;ii;iii;v;vi,"https://derridas-margins.princeton.edu/library/granger-pensee-formelle-et-sciences-de-lhomme-1960/gallery/images/pp-166-167-insertion-a-i/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/granger-pensee-formelle-et-sciences-de-lhomme-1960/gallery/images/pp-166-167-insertion-a-ii/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/granger-pensee-formelle-et-sciences-de-lhomme-1960/gallery/images/pp-166-167-insertion-a-iii/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/granger-pensee-formelle-et-sciences-de-lhomme-1960/gallery/images/pp-166-167-insertion-a-v/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/granger-pensee-formelle-et-sciences-de-lhomme-1960/gallery/images/pp-166-167-insertion-a-vi/iiif/full/500,/0/default.jpg"
807eab70-c736-45a8-83df-6018a4ea8b65/pp-234-235-insertion-a-recto,"Franz Kafka. Oeuvres complètes, Tome VI. pp. 234-235 Insertion A",https://derridas-margins.princeton.edu/titles/199/,Oeuvres complètes de Franz Kafka,Book,pp. 234-235,2,recto;verso,"https://derridas-margins.princeton.edu/library/kafka-oeuvres-completes-vol-vi-1964/gallery/images/pp-234-235-insertion-a-recto/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/kafka-oeuvres-completes-vol-vi-1964/gallery/images/pp-234-235-insertion-a-verso/iiif/full/500,/0/default.jpg"
85d13203-3805-4314-a20e-d2dde23d0863/pp-inside-front-cover-front-flyleaf-1-recto-insertion-g-verso,Edmund Husserl. Husserliana (Band VI) : Die Krisis der europäischen Wissenschaften und die Transzendentale Phänomenologie. pp. Inside front cover - Front flyleaf 1 recto Insertion G,https://derridas-margins.princeton.edu/titles/113/,Die Krisis der europäischen Wissenschaften und die transzendentale Phänomenologie: Eine Einleitung in die phänomenologische Philosophie,Book,pp. Inside front cover - Front flyleaf 1 recto,1,verso,"https://derridas-margins.princeton.edu/library/husserl-die-krisis-der-europaischen-wissenschaften-und-die-transzendentale-phanomenologie-1954/gallery/images/pp-inside-front-cover-front-flyleaf-1-recto-insertion-g-verso/iiif/full/500,/0/default.jpg"
80d16b0c-9520-48d9-91b0-dabfc5aa8f65/pp-inside-front-cover-title-page-recto-insertion-i-verso,"Philosophical writings of Peirce,. pp. Inside Front Cover-Title Page recto Insertion I",https://derridas-margins.princeton.edu/titles/217/,The Philosophical Writings of Peirce,Book,pp. Inside Front Cover-Title Page recto,2,verso;recto,"https://derridas-margins.princeton.edu/library/peirce-the-philosophical-writings-of-peirce-1955/gallery/images/pp-inside-front-cover-title-page-recto-insertion-i-verso/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/peirce-the-philosophical-writings-of-peirce-1955/gallery/images/pp-inside-front-cover-title-page-recto-insertion-i-recto/iiif/full/500,/0/default.jpg"
d22dedbc-3252-40f6-9a82-b345d2b0f3fe/pp-180-181-insertion-a-recto,G. W. F. Hegel. Précis de l'encyclopédie des sciences philosophiques. pp. 180-181 Insertion A,https://derridas-margins.princeton.edu/titles/109/,Encyclopédie,Book,pp. 180-181,2,recto;verso,"https://derridas-margins.princeton.edu/library/hegel-enzyklopadie-der-philosophischen-wissenschaften-im-grundrisse-1952/gallery/images/pp-180-181-insertion-a-recto/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/hegel-enzyklopadie-der-philosophischen-wissenschaften-im-grundrisse-1952/gallery/images/pp-180-181-insertion-a-verso/iiif/full/500,/0/default.jpg"
c799808c-689a-4f70-9a85-8b06cd5527cb/pp-158-159-insertion-a-verso,"Profession de foi du vicaire savoyard (publiée sur une copie écrite de la main de J. J. Rousseau, citoyen de Genève, et déposée par lui-même entre les mains de l'éditeur"". pp. 158-159 Insertion A",https://derridas-margins.princeton.edu/titles/130/,Profession de foi du vicaire Savoyard,Book,pp. 158-159,2,verso;recto,"https://derridas-margins.princeton.edu/library/rousseau-profession-de-foi-du-vicaire-savoyard-1964/gallery/images/pp-158-159-insertion-a-verso/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/rousseau-profession-de-foi-du-vicaire-savoyard-1964/gallery/images/pp-158-159-insertion-a-recto/iiif/full/500,/0/default.jpg"
111f41c5-bc8e-4b96-b59a-74297eb4e9ab/pp-74-75-insertion-a-i,"Derrida, Jacques. L'Origine de la géométrie. pp. 74-75 Insertion A",https://derridas-margins.princeton.edu/titles/96/,L'origine de la géométrie,Book,pp. 74-75,16,i;ii;iii;iv;v;vi;vii;viii;ix;x;xi;xii;xiii;xiv;xv;xvi,"https://derridas-margins.princeton.edu/library/husserl-der-ursprung-der-geometrie-als-intentional-historisches-problem-1962-B/gallery/images/pp-74-75-insertion-a-i/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/husserl-der-ursprung-der-geometrie-als-intentional-historisches-problem-1962-B/gallery/images/pp-74-75-insertion-a-ii/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/husserl-der-ursprung-der-geometrie-als-intentional-historisches-problem-1962-B/gallery/images/pp-74-75-insertion-a-iii/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/husserl-der-ursprung-der-geometrie-als-intentional-historisches-problem-1962-B/gallery/images/pp-74-75-insertion-a-iv/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/husserl-der-ursprung-der-geometrie-als-intentional-historisches-problem-1962-B/gallery/images/pp-74-75-insertion-a-v/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/husserl-der-ursprung-der-geometrie-als-intentional-historisches-problem-1962-B/gallery/images/pp-74-75-insertion-a-vi/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/husserl-der-ursprung-der-geometrie-als-intentional-historisches-problem-1962-B/gallery/images/pp-74-75-insertion-a-vii/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/husserl-der-ursprung-der-geometrie-als-intentional-historisches-problem-1962-B/gallery/images/pp-74-75-insertion-a-viii/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/husserl-der-ursprung-der-geometrie-als-intentional-historisches-problem-1962-B/gallery/images/pp-74-75-insertion-a-ix/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/husserl-der-ursprung-der-geometrie-als-intentional-historisches-problem-1962-B/gallery/images/pp-74-75-insertion-a-x/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/husserl-der-ursprung-der-geometrie-als-intentional-historisches-problem-1962-B/gallery/images/pp-74-75-insertion-a-xi/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/husserl-der-ursprung-der-geometrie-als-intentional-historisches-problem-1962-B/gallery/images/pp-74-75-insertion-a-xii/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/husserl-der-ursprung-der-geometrie-als-intentional-historisches-problem-1962-B/gallery/images/pp-74-75-insertion-a-xiii/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/husserl-der-ursprung-der-geometrie-als-intentional-historisches-problem-1962-B/gallery/images/pp-74-75-insertion-a-xiv/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/husserl-der-ursprung-der-geometrie-als-intentional-historisches-problem-1962-B/gallery/images/pp-74-75-insertion-a-xv/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/husserl-der-ursprung-der-geometrie-als-intentional-historisches-problem-1962-B/gallery/images/pp-74-75-insertion-a-xvi/iiif/full/500,/0/default.jpg"
c1ed0483-039d-4286-b3a6-e83860e8d171/pp-32-33-insertion-a-recto,Anthropologie structurale. pp. 32-33 Insertion A,https://derridas-margins.princeton.edu/titles/97/,Anthropologie structurale,Book,pp. 32-33,2,recto;verso,"https://derridas-margins.princeton.edu/library/levi-strauss-anthropologie-structurale-1958/gallery/images/pp-32-33-insertion-a-recto/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/levi-strauss-anthropologie-structurale-1958/gallery/images/pp-32-33-insertion-a-verso/iiif/full/500,/0/default.jpg"
111f41c5-bc8e-4b96-b59a-74297eb4e9ab/inside-front-cover-half-title-insertion-o-recto,"Derrida, Jacques. L'Origine de la géométrie. Inside front cover - half-title Insertion O",https://derridas-margins.princeton.edu/titles/96/,L'origine de la géométrie,Book,Inside front cover - half-title,2,recto;verso,"https://derridas-margins.princeton.edu/library/husserl-der-ursprung-der-geometrie-als-intentional-historisches-problem-1962-B/gallery/images/inside-front-cover-half-title-insertion-o-recto/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/husserl-der-ursprung-der-geometrie-als-intentional-historisches-problem-1962-B/gallery/images/inside-front-cover-half-title-insertion-o-verso/iiif/full/500,/0/default.jpg"
af4357c0-6cda-47cc-8a0b-74bf23af92a8/0000pp-146-147-insertion-a-recto,Pensée Formelle et Sciences de l'Homme. 0000pp. 146-147 Insertion A,https://derridas-margins.princeton.edu/titles/126/,Pensée formelle et sciences de l'homme,Book,0000pp. 146-147,2,recto;verso,"https://derridas-margins.princeton.edu/library/granger-pensee-formelle-et-sciences-de-lhomme-1960/gallery/images/0000pp-146-147-insertion-a-recto/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/granger-pensee-formelle-et-sciences-de-lhomme-1960/gallery/images/0000pp-146-147-insertion-a-verso/iiif/full/500,/0/default.jpg"
b28b2a4a-7522-4b71-9db1-00ac9c41e2ff/pp344-345-insertion-a-verso,Logique formelle et logique transcendantale : essai d'une critique de la raison logique. pp.344-345 Insertion A,https://derridas-margins.princeton.edu/titles/247/,Logique formelle et logique transcendantale,Book,pp.344-345,2,verso;recto,"https://derridas-margins.princeton.edu/library/husserl-formale-und-transzendentale-logik-versuch-einer-kritik-der-logischen-1957-B/gallery/images/pp344-345-insertion-a-verso/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/husserl-formale-und-transzendentale-logik-versuch-einer-kritik-der-logischen-1957-B/gallery/images/pp344-345-insertion-a-recto/iiif/full/500,/0/default.jpg"
111f41c5-bc8e-4b96-b59a-74297eb4e9ab/pp-104-105-insertion-a-recto,"Derrida, Jacques. L'Origine de la géométrie. pp. 104-105 Insertion A",https://derridas-margins.princeton.edu/titles/96/,L'origine de la géométrie,Book,pp. 104-105,2,recto;verso,"https://derridas-margins.princeton.edu/library/husserl-der-ursprung-der-geometrie-als-intentional-historisches-problem-1962-B/gallery/images/pp-104-105-insertion-a-recto/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/husserl-der-ursprung-der-geometrie-als-intentional-historisches-problem-1962-B/gallery/images/pp-104-105-insertion-a-verso/iiif/full/500,/0/default.jpg"
80d16b0c-9520-48d9-91b0-dabfc5aa8f65/pp-114-115-insertion-a-verso,"Philosophical writings of Peirce,. pp. 114-115 Insertion A",https://derridas-margins.princeton.edu/titles/217/,The Philosophical Writings of Peirce,Book,pp. 114-115,2,verso;recto,"https://derridas-margins.princeton.edu/library/peirce-the-philosophical-writings-of-peirce-1955/gallery/images/pp-114-115-insertion-a-verso/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/peirce-the-philosophical-writings-of-peirce-1955/gallery/images/pp-114-115-insertion-a-recto/iiif/full/500,/0/default.jpg"
01cea515-d930-4bd3-a90c-64044b35e963/pp-42-43-insertion-a-verso,Martin Heidegger. Unterwegs zur Sprache. pp. 42-43 Insertion A,https://derridas-margins.princeton.edu/titles/136/,Unterwegs zur Sprache,Book,pp. 42-43,2,verso;recto,"https://derridas-margins.princeton.edu/library/heidegger-unterwegs-zur-sprache-1959/gallery/images/pp-42-43-insertion-a-verso/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/heidegger-unterwegs-zur-sprache-1959/gallery/images/pp-42-43-insertion-a-recto/iiif/full/500,/0/default.jpg"
85d13203-3805-4314-a20e-d2dde23d0863/pp-inside-front-cover-front-flyleaf-1-recto-insertion-d-recto,Edmund Husserl. Husserliana (Band VI) : Die Krisis der europäischen Wissenschaften und die Transzendentale Phänomenologie. pp. Inside front cover - Front flyleaf 1 recto Insertion D,https://derridas-margins.princeton.edu/titles/113/,Die Krisis der europäischen Wissenschaften und die transzendentale Phänomenologie: Eine Einleitung in die phänomenologische Philosophie,Book,pp. Inside front cover - Front flyleaf 1 recto,2,recto;verso,"https://derridas-margins.princeton.edu/library/husserl-die-krisis-der-europaischen-wissenschaften-und-die-transzendentale-phanomenologie-1954/gallery/images/pp-inside-front-cover-front-flyleaf-1-recto-insertion-d-recto/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/husserl-die-krisis-der-europaischen-wissenschaften-und-die-transzendentale-phanomenologie-1954/gallery/images/pp-inside-front-cover-front-flyleaf-1-recto-insertion-d-verso/iiif/full/500,/0/default.jpg"
3e4d5159-9e10-42d3-86b7-42043bfc05c7/pp-28-29-insertion-a-verso,Entretiens avec Claude Lévi-Strauss. pp. 28-29 Insertion A,https://derridas-margins.princeton.edu/titles/106/,Entretiens avec Claude Lévi-Strauss,Book,pp. 28-29,4,verso;in situ recto;in situ verso;recto,"https://derridas-margins.princeton.edu/library/charbonnier-entretiens-avec-claude-levi-strauss-1961/gallery/images/pp-28-29-insertion-a-verso/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/charbonnier-entretiens-avec-claude-levi-strauss-1961/gallery/images/pp-28-29-insertion-a-in-situ-recto/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/charbonnier-entretiens-avec-claude-levi-strauss-1961/gallery/images/pp-28-29-insertion-a-in-situ-verso/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/charbonnier-entretiens-avec-claude-levi-strauss-1961/gallery/images/pp-28-29-insertion-a-recto/iiif/full/500,/0/default.jpg"
af4357c0-6cda-47cc-8a0b-74bf23af92a8/pp-166-167-insertion-b-iv,Pensée Formelle et Sciences de l'Homme. pp. 166-167 Insertion B,https://derridas-margins.princeton.edu/titles/126/,Pensée formelle et sciences de l'homme,Book,pp. 166-167,3,iv;recto;verso,"https://derridas-margins.princeton.edu/library/granger-pensee-formelle-et-sciences-de-lhomme-1960/gallery/images/pp-166-167-insertion-b-iv/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/granger-pensee-formelle-et-sciences-de-lhomme-1960/gallery/images/pp-166-167-insertion-b-recto/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/granger-pensee-formelle-et-sciences-de-lhomme-1960/gallery/images/pp-166-167-insertion-b-verso/iiif/full/500,/0/default.jpg"
fd0c493c-d3ac-4daa-80a1-e591bb4458f5/pp-274-275-insertion-a-recto,"G. W. F. Hegel. La phénoménologie de l'esprit , Tome II. pp. 274-275 Insertion A",https://derridas-margins.princeton.edu/titles/127/,La Phénoménologie de l'esprit,Book,pp. 274-275,2,recto;verso,"https://derridas-margins.princeton.edu/library/hegel-phanomenologie-des-geistes-1947/gallery/images/pp-274-275-insertion-a-recto/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/hegel-phanomenologie-des-geistes-1947/gallery/images/pp-274-275-insertion-a-verso/iiif/full/500,/0/default.jpg"
5871fd80-b2fe-4a8c-b62c-c67a4b71b607/pp-326-327-insertion-a-recto,"Derrida, Jacques. L'Écriture et la différence. pp. 326-327 Insertion A",https://derridas-margins.princeton.edu/titles/11/,L'écriture et la différence,Book,pp. 326-327,2,recto;verso,"https://derridas-margins.princeton.edu/library/derrida-lecriture-et-la-difference-1967/gallery/images/pp-326-327-insertion-a-recto/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/derrida-lecriture-et-la-difference-1967/gallery/images/pp-326-327-insertion-a-verso/iiif/full/500,/0/default.jpg"
db20d89b-b3d3-4b08-af01-0c514223cbbe/pp-236-237-insertion-a-verso,"Du Contrat social ou Principes du droit politique. Discours sur les sciences et les arts 3 Discours sur l'origine de l'inégalité parmi les hommes / Lettre à M. D'Alembert / Considérations sur le gouvernement de Pologne / Lettre à Monseigneur de Beaumont, Archevêque de Paris. pp. 236-237 Insertion A",https://derridas-margins.princeton.edu/titles/206/,"Du Contrat social ou Principes du droit politique. Discours sur les sciences et les arts 3 Discours sur l'origine de l'inégalité parmi les hommes / Lettre à M. D'Alembert / Considérations sur le gouvernement de Pologne / Lettre à Monseigneur de Beaumont,",Book,pp. 236-237,2,verso;recto,"https://derridas-margins.princeton.edu/library/rousseau-du-contrat-social-ou-principes-du-droit-politique-1954/gallery/images/pp-236-237-insertion-a-verso/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/rousseau-du-contrat-social-ou-principes-du-droit-politique-1954/gallery/images/pp-236-237-insertion-a-recto/iiif/full/500,/0/default.jpg"
7aae2eeb-ad83-487d-ad6f-d844729ba35d/pp158-159-insertion-a-recto,Tristes tropiques. pp.158-159 Insertion A,https://derridas-margins.princeton.edu/titles/134/,Tristes Tropiques,Book,pp.158-159,2,recto;verso,"https://derridas-margins.princeton.edu/library/levi-strauss-tristes-tropiques-1955/gallery/images/pp158-159-insertion-a-recto/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/levi-strauss-tristes-tropiques-1955/gallery/images/pp158-159-insertion-a-verso/iiif/full/500,/0/default.jpg"
338b5905-b576-4df1-87a6-3dbe4174295d/pp-434-435-insertion-a-verso,"Oeuvres complètes. Tome I : Les Confessions, Dialogues, Les Rêveries du promeneur solitaire, Fragments autobiographiques. pp. 434-435 Insertion A",https://derridas-margins.princeton.edu/titles/177/,"Oeuvres complètes de J.-J. Rousseau, vol. I",Book,pp. 434-435,2,verso;recto,"https://derridas-margins.princeton.edu/library/rousseau-oeuvres-completes-tome-i-1959/gallery/images/pp-434-435-insertion-a-verso/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/rousseau-oeuvres-completes-tome-i-1959/gallery/images/pp-434-435-insertion-a-recto/iiif/full/500,/0/default.jpg"
111f41c5-bc8e-4b96-b59a-74297eb4e9ab/p-220-inside-back-cover-insertion-a-recto,"Derrida, Jacques. L'Origine de la géométrie. p. 220 - Inside back cover Insertion A",https://derridas-margins.princeton.edu/titles/96/,L'origine de la géométrie,Book,p. 220 - Inside back cover,2,recto;verso,"https://derridas-margins.princeton.edu/library/husserl-der-ursprung-der-geometrie-als-intentional-historisches-problem-1962-B/gallery/images/p-220-inside-back-cover-insertion-a-recto/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/husserl-der-ursprung-der-geometrie-als-intentional-historisches-problem-1962-B/gallery/images/p-220-inside-back-cover-insertion-a-verso/iiif/full/500,/0/default.jpg"
