id,label,book_id,book_title,book_type,page,num_images,image_labels,image_iiif
55f33d9c-375b-4aaf-adae-5a2e1df47240/pp-62-63-insertion-a-recto,Emile ou l'éducation. pp. 62-63 Insertion A,https://derridas-margins.princeton.edu/titles/88/,Émile ou de l'éducation,Book,pp. 62-63,2,recto;verso,"https://derridas-margins.princeton.edu/library/rousseau-emile-ou-de-leducation-1966/gallery/images/pp-62-63-insertion-a-recto/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/rousseau-emile-ou-de-leducation-1966/gallery/images/pp-62-63-insertion-a-verso/iiif/full/500,/0/default.jpg"
5871fd80-b2fe-4a8c-b62c-c67a4b71b607/half-title-verso-title-page-insertion-a-recto,"Derrida, Jacques. L'Écriture et la différence. Half-title verso - Title page Insertion A",https://derridas-margins.princeton.edu/titles/11/,L'écriture et la différence,Book,Half-title verso - Title page,2,recto;verso,"https://derridas-margins.princeton.edu/library/derrida-lecriture-et-la-difference-1967/gallery/images/half-title-verso-title-page-insertion-a-recto/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/derrida-lecriture-et-la-difference-1967/gallery/images/half-title-verso-title-page-insertion-a-verso/iiif/full/500,/0/default.jpg"
d5b6c0fb-cb10-473f-8063-bffe3f9c6a4e/p-341-with-insertion-a,Edmund Husserl. Idées directrices pour une phénoménologie et une philosophie phénoménologique pures. Introduction générale à la phénoménologie pure. p. 341 with Insertion A,https://derridas-margins.princeton.edu/titles/112/,Idées I,Book,p. 341,1,,"https://derridas-margins.princeton.edu/library/husserl-ideen-zu-einer-reinen-phanomenologie-und-phanomenologischen-philosophie-erstes-1950/gallery/images/p-341-with-insertion-a/iiif/full/500,/0/default.jpg"
4cba5fd0-2e18-4e34-80b5-336fc59a607e/pp-72-73-insertion-a-in-situ-recto,Friedrich Nietzsche. La Naissance de la tragédie. pp. 72-73 Insertion A,https://derridas-margins.princeton.edu/titles/116/,La Naissance de la tragédie,Book,pp. 72-73,4,in situ recto;recto;verso;in situ verso,"https://derridas-margins.princeton.edu/library/nietzsche-die-geburt-der-tragodie-aus-dem-geiste-der-musik-1949/gallery/images/pp-72-73-insertion-a-in-situ-recto/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/nietzsche-die-geburt-der-tragodie-aus-dem-geiste-der-musik-1949/gallery/images/pp-72-73-insertion-a-recto/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/nietzsche-die-geburt-der-tragodie-aus-dem-geiste-der-musik-1949/gallery/images/pp-72-73-insertion-a-verso/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/nietzsche-die-geburt-der-tragodie-aus-dem-geiste-der-musik-1949/gallery/images/pp-72-73-insertion-a-in-situ-verso/iiif/full/500,/0/default.jpg"
cea47984-6425-4f1e-b44b-7d45b62566ec/pp-100-101-insertion-a-verso,Robert Derathé. Le Rationalisme de J.-J. Rousseau. pp. 100-101 Insertion A,https://derridas-margins.princeton.edu/titles/120/,Le Rationalisme de J.-J. Rousseau,Book,pp. 100-101,2,verso;recto,"https://derridas-margins.princeton.edu/library/derathe-le-rationalisme-de-j-j-rousseau-1948/gallery/images/pp-100-101-insertion-a-verso/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/derathe-le-rationalisme-de-j-j-rousseau-1948/gallery/images/pp-100-101-insertion-a-recto/iiif/full/500,/0/default.jpg"
111f41c5-bc8e-4b96-b59a-74297eb4e9ab/inside-front-cover-half-title-insertion-m-recto,"Derrida, Jacques. L'Origine de la géométrie. Inside front cover - half-title Insertion M",https://derridas-margins.princeton.edu/titles/96/,L'origine de la géométrie,Book,Inside front cover - half-title,2,recto;verso,"https://derridas-margins.princeton.edu/library/husserl-der-ursprung-der-geometrie-als-intentional-historisches-problem-1962-B/gallery/images/inside-front-cover-half-title-insertion-m-recto/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/husserl-der-ursprung-der-geometrie-als-intentional-historisches-problem-1962-B/gallery/images/inside-front-cover-half-title-insertion-m-verso/iiif/full/500,/0/default.jpg"
4cba5fd0-2e18-4e34-80b5-336fc59a607e/pp-86-87-insertion-a-recto,Friedrich Nietzsche. La Naissance de la tragédie. pp. 86-87 Insertion A,https://derridas-margins.princeton.edu/titles/116/,La Naissance de la tragédie,Book,pp. 86-87,2,recto;verso,"https://derridas-margins.princeton.edu/library/nietzsche-die-geburt-der-tragodie-aus-dem-geiste-der-musik-1949/gallery/images/pp-86-87-insertion-a-recto/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/nietzsche-die-geburt-der-tragodie-aus-dem-geiste-der-musik-1949/gallery/images/pp-86-87-insertion-a-verso/iiif/full/500,/0/default.jpg"
55f33d9c-375b-4aaf-adae-5a2e1df47240/pp-364-365-insertion-a-recto,Emile ou l'éducation. pp. 364-365 Insertion A,https://derridas-margins.princeton.edu/titles/88/,Émile ou de l'éducation,Book,pp. 364-365,2,recto;verso,"https://derridas-margins.princeton.edu/library/rousseau-emile-ou-de-leducation-1966/gallery/images/pp-364-365-insertion-a-recto/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/rousseau-emile-ou-de-leducation-1966/gallery/images/pp-364-365-insertion-a-verso/iiif/full/500,/0/default.jpg"
fd0c493c-d3ac-4daa-80a1-e591bb4458f5/pp-278-279-insertion-a-recto,"G. W. F. Hegel. La phénoménologie de l'esprit , Tome II. pp. 278-279 Insertion A",https://derridas-margins.princeton.edu/titles/127/,La Phénoménologie de l'esprit,Book,pp. 278-279,2,recto;verso,"https://derridas-margins.princeton.edu/library/hegel-phanomenologie-des-geistes-1947/gallery/images/pp-278-279-insertion-a-recto/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/hegel-phanomenologie-des-geistes-1947/gallery/images/pp-278-279-insertion-a-verso/iiif/full/500,/0/default.jpg"
350a6f37-633d-4950-a994-2d2afa81e723/p-xlviii-with-insertion-a,"Marcel Mauss. Sociologie et anthropologie, précédé d'une Introduction à l'oeuvre de Marcel Mauss par Claude Lévi-Strauss. p. xlviii with Insertion A",https://derridas-margins.princeton.edu/titles/225/,Sociologie et anthropologie,Book,p. xlviii,1,,"https://derridas-margins.princeton.edu/library/levi-strauss-sociologie-et-anthropologie-1950/gallery/images/p-xlviii-with-insertion-a/iiif/full/500,/0/default.jpg"
11b55ec7-73f4-4867-b883-196c59bd60bf/pp-326-327-insertion-a-verso,Martin Heidegger. Sein und Zeit. pp. 326-327 Insertion A,https://derridas-margins.princeton.edu/titles/141/,Sein und Zeit,Book,pp. 326-327,2,verso;recto,"https://derridas-margins.princeton.edu/library/heidegger-sein-und-zeit-1963/gallery/images/pp-326-327-insertion-a-verso/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/heidegger-sein-und-zeit-1963/gallery/images/pp-326-327-insertion-a-recto/iiif/full/500,/0/default.jpg"
111f41c5-bc8e-4b96-b59a-74297eb4e9ab/inside-front-cover-half-title-insertion-l-recto,"Derrida, Jacques. L'Origine de la géométrie. Inside front cover - half-title Insertion L",https://derridas-margins.princeton.edu/titles/96/,L'origine de la géométrie,Book,Inside front cover - half-title,2,recto;verso,"https://derridas-margins.princeton.edu/library/husserl-der-ursprung-der-geometrie-als-intentional-historisches-problem-1962-B/gallery/images/inside-front-cover-half-title-insertion-l-recto/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/husserl-der-ursprung-der-geometrie-als-intentional-historisches-problem-1962-B/gallery/images/inside-front-cover-half-title-insertion-l-verso/iiif/full/500,/0/default.jpg"
d5b6c0fb-cb10-473f-8063-bffe3f9c6a4e/pp-312-313-insertion-a-recto,Edmund Husserl. Idées directrices pour une phénoménologie et une philosophie phénoménologique pures. Introduction générale à la phénoménologie pure. pp. 312-313 Insertion A,https://derridas-margins.princeton.edu/titles/112/,Idées I,Book,pp. 312-313,1,recto,"https://derridas-margins.princeton.edu/library/husserl-ideen-zu-einer-reinen-phanomenologie-und-phanomenologischen-philosophie-erstes-1950/gallery/images/pp-312-313-insertion-a-recto/iiif/full/500,/0/default.jpg"
65ab1189-bddf-4d72-ad0f-c000536ad41b/inside-front-cover-front-flyleaf-1-recto-insertion-a-recto,Eugen Fink. Le jeu comme symbole du monde. Inside front cover-front flyleaf 1 recto Insertion A,https://derridas-margins.princeton.edu/titles/119/,Le jeu comme symbole du monde,Book,Inside front cover-front flyleaf 1 recto,2,recto;verso,"https://derridas-margins.princeton.edu/library/fink-spiel-als-weltsymbol-1960/gallery/images/inside-front-cover-front-flyleaf-1-recto-insertion-a-recto/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/fink-spiel-als-weltsymbol-1960/gallery/images/inside-front-cover-front-flyleaf-1-recto-insertion-a-verso/iiif/full/500,/0/default.jpg"
c30a5a80-c375-4bca-b200-2638b28e0c58/pp-inside-front-cover-front-flyleaf-1-recto-insertion-a-recto,Platon. Platon. Oeuvres Complètes : Tome troisième. Le Banquet / Phédon / Phèdre / Théétète / Parménide. pp. Inside front cover - Front flyleaf 1 recto Insertion A,https://derridas-margins.princeton.edu/titles/214/,Phèdre,Book,pp. Inside front cover - Front flyleaf 1 recto,2,recto;verso,"https://derridas-margins.princeton.edu/library/plato-phaedrus-1938/gallery/images/pp-inside-front-cover-front-flyleaf-1-recto-insertion-a-recto/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/plato-phaedrus-1938/gallery/images/pp-inside-front-cover-front-flyleaf-1-recto-insertion-a-verso/iiif/full/500,/0/default.jpg"
caa9034d-b2fc-4998-bf72-e73ae12760f2/pp-inside-front-cover-half-title-recto-insertion-a-verso,Plato. Platon. Oeuvres Complètes : Tome IV-3e partie. Phèdre. pp. Inside front cover-Half-title recto Insertion A,https://derridas-margins.princeton.edu/titles/215/,Phèdre,Book,pp. Inside front cover-Half-title recto,2,verso;recto,"https://derridas-margins.princeton.edu/library/plato-phaedrus-1961/gallery/images/pp-inside-front-cover-half-title-recto-insertion-a-verso/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/plato-phaedrus-1961/gallery/images/pp-inside-front-cover-half-title-recto-insertion-a-recto/iiif/full/500,/0/default.jpg"
338b5905-b576-4df1-87a6-3dbe4174295d/pp-356-357-insertion-a-verso,"Oeuvres complètes. Tome I : Les Confessions, Dialogues, Les Rêveries du promeneur solitaire, Fragments autobiographiques. pp. 356-357 Insertion A",https://derridas-margins.princeton.edu/titles/177/,"Oeuvres complètes de J.-J. Rousseau, vol. I",Book,pp. 356-357,2,verso;recto,"https://derridas-margins.princeton.edu/library/rousseau-oeuvres-completes-tome-i-1959/gallery/images/pp-356-357-insertion-a-verso/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/rousseau-oeuvres-completes-tome-i-1959/gallery/images/pp-356-357-insertion-a-recto/iiif/full/500,/0/default.jpg"
80d16b0c-9520-48d9-91b0-dabfc5aa8f65/pp-inside-front-cover-title-page-recto-insertion-e-verso,"Philosophical writings of Peirce,. pp. Inside Front Cover-Title Page recto Insertion E",https://derridas-margins.princeton.edu/titles/217/,The Philosophical Writings of Peirce,Book,pp. Inside Front Cover-Title Page recto,2,verso;recto,"https://derridas-margins.princeton.edu/library/peirce-the-philosophical-writings-of-peirce-1955/gallery/images/pp-inside-front-cover-title-page-recto-insertion-e-verso/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/peirce-the-philosophical-writings-of-peirce-1955/gallery/images/pp-inside-front-cover-title-page-recto-insertion-e-recto/iiif/full/500,/0/default.jpg"
5871fd80-b2fe-4a8c-b62c-c67a4b71b607/half-title-verso-title-page-insertion-b-recto,"Derrida, Jacques. L'Écriture et la différence. Half-title verso - Title page Insertion B",https://derridas-margins.princeton.edu/titles/11/,L'écriture et la différence,Book,Half-title verso - Title page,2,recto;verso,"https://derridas-margins.princeton.edu/library/derrida-lecriture-et-la-difference-1967/gallery/images/half-title-verso-title-page-insertion-b-recto/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/derrida-lecriture-et-la-difference-1967/gallery/images/half-title-verso-title-page-insertion-b-verso/iiif/full/500,/0/default.jpg"
98d665c2-722e-4c2e-9064-3e1c6b6cecc6/title-page-verso-p-1-insertion-a-recto,Logique formelle et logique transcendantale : Essai d'une critique de la raison logique. Title page verso - p. 1 Insertion A,https://derridas-margins.princeton.edu/titles/123/,Logique formelle et logique transcendantale,Book,Title page verso - p. 1,2,recto;verso,"https://derridas-margins.princeton.edu/library/husserl-formale-und-transzendentale-logik-versuch-einer-kritik-der-logischen-1957/gallery/images/title-page-verso-p-1-insertion-a-recto/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/husserl-formale-und-transzendentale-logik-versuch-einer-kritik-der-logischen-1957/gallery/images/title-page-verso-p-1-insertion-a-verso/iiif/full/500,/0/default.jpg"
5b86f297-e02e-428f-82f3-1c756b2dcddd/pp-308-309-insertion-a-recto,La Pensée sauvage. pp. 308-309 Insertion A,https://derridas-margins.princeton.edu/titles/117/,La pensée sauvage,Book,pp. 308-309,2,recto;verso,"https://derridas-margins.princeton.edu/library/levi-strauss-la-pensee-sauvage-1962/gallery/images/pp-308-309-insertion-a-recto/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/levi-strauss-la-pensee-sauvage-1962/gallery/images/pp-308-309-insertion-a-verso/iiif/full/500,/0/default.jpg"
d5b6c0fb-cb10-473f-8063-bffe3f9c6a4e/pp-92-93-insertion-a-recto,Edmund Husserl. Idées directrices pour une phénoménologie et une philosophie phénoménologique pures. Introduction générale à la phénoménologie pure. pp. 92-93 Insertion A,https://derridas-margins.princeton.edu/titles/112/,Idées I,Book,pp. 92-93,2,recto;verso,"https://derridas-margins.princeton.edu/library/husserl-ideen-zu-einer-reinen-phanomenologie-und-phanomenologischen-philosophie-erstes-1950/gallery/images/pp-92-93-insertion-a-recto/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/husserl-ideen-zu-einer-reinen-phanomenologie-und-phanomenologischen-philosophie-erstes-1950/gallery/images/pp-92-93-insertion-a-verso/iiif/full/500,/0/default.jpg"
85d13203-3805-4314-a20e-d2dde23d0863/pp-inside-front-cover-front-flyleaf-1-recto-insertion-b-recto,Edmund Husserl. Husserliana (Band VI) : Die Krisis der europäischen Wissenschaften und die Transzendentale Phänomenologie. pp. Inside front cover - Front flyleaf 1 recto Insertion B,https://derridas-margins.princeton.edu/titles/113/,Die Krisis der europäischen Wissenschaften und die transzendentale Phänomenologie: Eine Einleitung in die phänomenologische Philosophie,Book,pp. Inside front cover - Front flyleaf 1 recto,2,recto;verso,"https://derridas-margins.princeton.edu/library/husserl-die-krisis-der-europaischen-wissenschaften-und-die-transzendentale-phanomenologie-1954/gallery/images/pp-inside-front-cover-front-flyleaf-1-recto-insertion-b-recto/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/husserl-die-krisis-der-europaischen-wissenschaften-und-die-transzendentale-phanomenologie-1954/gallery/images/pp-inside-front-cover-front-flyleaf-1-recto-insertion-b-verso/iiif/full/500,/0/default.jpg"
65ab1189-bddf-4d72-ad0f-c000536ad41b/pp-92-93-insertion-a-recto,Eugen Fink. Le jeu comme symbole du monde. pp. 92-93 Insertion A,https://derridas-margins.princeton.edu/titles/119/,Le jeu comme symbole du monde,Book,pp. 92-93,2,recto;verso,"https://derridas-margins.princeton.edu/library/fink-spiel-als-weltsymbol-1960/gallery/images/pp-92-93-insertion-a-recto/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/fink-spiel-als-weltsymbol-1960/gallery/images/pp-92-93-insertion-a-verso/iiif/full/500,/0/default.jpg"
4cba5fd0-2e18-4e34-80b5-336fc59a607e/pp-226-227-insertion-b-recto,Friedrich Nietzsche. La Naissance de la tragédie. pp. 226-227 Insertion B,https://derridas-margins.princeton.edu/titles/116/,La Naissance de la tragédie,Book,pp. 226-227,2,recto;verso,"https://derridas-margins.princeton.edu/library/nietzsche-die-geburt-der-tragodie-aus-dem-geiste-der-musik-1949/gallery/images/pp-226-227-insertion-b-recto/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/nietzsche-die-geburt-der-tragodie-aus-dem-geiste-der-musik-1949/gallery/images/pp-226-227-insertion-b-verso/iiif/full/500,/0/default.jpg"
807eab70-c736-45a8-83df-6018a4ea8b65/pp-410-411-insertion-a-recto,"Franz Kafka. Oeuvres complètes, Tome VI. pp. 410-411 Insertion A",https://derridas-margins.princeton.edu/titles/199/,Oeuvres complètes de Franz Kafka,Book,pp. 410-411,2,recto;verso,"https://derridas-margins.princeton.edu/library/kafka-oeuvres-completes-vol-vi-1964/gallery/images/pp-410-411-insertion-a-recto/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/kafka-oeuvres-completes-vol-vi-1964/gallery/images/pp-410-411-insertion-a-verso/iiif/full/500,/0/default.jpg"
55f33d9c-375b-4aaf-adae-5a2e1df47240/pp-348-349-insertion-a-recto,Emile ou l'éducation. pp. 348-349 Insertion A,https://derridas-margins.princeton.edu/titles/88/,Émile ou de l'éducation,Book,pp. 348-349,2,recto;verso,"https://derridas-margins.princeton.edu/library/rousseau-emile-ou-de-leducation-1966/gallery/images/pp-348-349-insertion-a-recto/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/rousseau-emile-ou-de-leducation-1966/gallery/images/pp-348-349-insertion-a-verso/iiif/full/500,/0/default.jpg"
3e4d5159-9e10-42d3-86b7-42043bfc05c7/pp-154-155-insertion-a-verso,Entretiens avec Claude Lévi-Strauss. pp. 154-155 Insertion A,https://derridas-margins.princeton.edu/titles/106/,Entretiens avec Claude Lévi-Strauss,Book,pp. 154-155,2,verso;recto,"https://derridas-margins.princeton.edu/library/charbonnier-entretiens-avec-claude-levi-strauss-1961/gallery/images/pp-154-155-insertion-a-verso/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/charbonnier-entretiens-avec-claude-levi-strauss-1961/gallery/images/pp-154-155-insertion-a-recto/iiif/full/500,/0/default.jpg"
78c194f8-2b09-4933-bb2f-7c54c42986c5/back-cover-with-insertion-a-recto,Descartes. Discours de la méthode. Back Cover with Insertion A,https://derridas-margins.princeton.edu/titles/103/,Discours de la méthode,Book,Back Cover,2,recto;verso,"https://derridas-margins.princeton.edu/library/descartes-discours-de-la-methode-1943/gallery/images/back-cover-with-insertion-a-recto/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/descartes-discours-de-la-methode-1943/gallery/images/back-cover-with-insertion-a-verso/iiif/full/500,/0/default.jpg"
111f41c5-bc8e-4b96-b59a-74297eb4e9ab/inside-front-cover-half-title-insertion-c-recto,"Derrida, Jacques. L'Origine de la géométrie. Inside front cover - half-title Insertion C",https://derridas-margins.princeton.edu/titles/96/,L'origine de la géométrie,Book,Inside front cover - half-title,2,recto;verso,"https://derridas-margins.princeton.edu/library/husserl-der-ursprung-der-geometrie-als-intentional-historisches-problem-1962-B/gallery/images/inside-front-cover-half-title-insertion-c-recto/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/husserl-der-ursprung-der-geometrie-als-intentional-historisches-problem-1962-B/gallery/images/inside-front-cover-half-title-insertion-c-verso/iiif/full/500,/0/default.jpg"
7aae2eeb-ad83-487d-ad6f-d844729ba35d/pp-308-309-insertion-a-recto,Tristes tropiques. pp. 308-309 Insertion A,https://derridas-margins.princeton.edu/titles/134/,Tristes Tropiques,Book,pp. 308-309,2,recto;verso,"https://derridas-margins.princeton.edu/library/levi-strauss-tristes-tropiques-1955/gallery/images/pp-308-309-insertion-a-recto/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/levi-strauss-tristes-tropiques-1955/gallery/images/pp-308-309-insertion-a-verso/iiif/full/500,/0/default.jpg"
5b86f297-e02e-428f-82f3-1c756b2dcddd/pp-154-155-insertion-a-recto,La Pensée sauvage. pp. 154-155 Insertion A,https://derridas-margins.princeton.edu/titles/117/,La pensée sauvage,Book,pp. 154-155,2,recto;verso,"https://derridas-margins.princeton.edu/library/levi-strauss-la-pensee-sauvage-1962/gallery/images/pp-154-155-insertion-a-recto/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/levi-strauss-la-pensee-sauvage-1962/gallery/images/pp-154-155-insertion-a-verso/iiif/full/500,/0/default.jpg"
c1ed0483-039d-4286-b3a6-e83860e8d171/pp-64-65-insertion-b-recto,Anthropologie structurale. pp. 64-65 Insertion B,https://derridas-margins.princeton.edu/titles/97/,Anthropologie structurale,Book,pp. 64-65,2,recto;verso,"https://derridas-margins.princeton.edu/library/levi-strauss-anthropologie-structurale-1958/gallery/images/pp-64-65-insertion-b-recto/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/levi-strauss-anthropologie-structurale-1958/gallery/images/pp-64-65-insertion-b-verso/iiif/full/500,/0/default.jpg"
111f41c5-bc8e-4b96-b59a-74297eb4e9ab/inside-front-cover-half-title-insertion-p-in-situ-recto,"Derrida, Jacques. L'Origine de la géométrie. Inside front cover - half-title Insertion P",https://derridas-margins.princeton.edu/titles/96/,L'origine de la géométrie,Book,Inside front cover - half-title,4,in situ recto;recto;verso;verso in situ,"https://derridas-margins.princeton.edu/library/husserl-der-ursprung-der-geometrie-als-intentional-historisches-problem-1962-B/gallery/images/inside-front-cover-half-title-insertion-p-in-situ-recto/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/husserl-der-ursprung-der-geometrie-als-intentional-historisches-problem-1962-B/gallery/images/inside-front-cover-half-title-insertion-p-recto/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/husserl-der-ursprung-der-geometrie-als-intentional-historisches-problem-1962-B/gallery/images/inside-front-cover-half-title-insertion-p-verso/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/husserl-der-ursprung-der-geometrie-als-intentional-historisches-problem-1962-B/gallery/images/inside-front-cover-half-title-insertion-p-verso-in-situ/iiif/full/500,/0/default.jpg"
d5b6c0fb-cb10-473f-8063-bffe3f9c6a4e/pp-334-335-insertion-a-recto,Edmund Husserl. Idées directrices pour une phénoménologie et une philosophie phénoménologique pures. Introduction générale à la phénoménologie pure. pp. 334-335 Insertion A,https://derridas-margins.princeton.edu/titles/112/,Idées I,Book,pp. 334-335,2,recto;verso,"https://derridas-margins.princeton.edu/library/husserl-ideen-zu-einer-reinen-phanomenologie-und-phanomenologischen-philosophie-erstes-1950/gallery/images/pp-334-335-insertion-a-recto/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/husserl-ideen-zu-einer-reinen-phanomenologie-und-phanomenologischen-philosophie-erstes-1950/gallery/images/pp-334-335-insertion-a-verso/iiif/full/500,/0/default.jpg"
111f41c5-bc8e-4b96-b59a-74297eb4e9ab/p-96-with-insertion-a,"Derrida, Jacques. L'Origine de la géométrie. p. 96 with Insertion A",https://derridas-margins.princeton.edu/titles/96/,L'origine de la géométrie,Book,p. 96,1,,"https://derridas-margins.princeton.edu/library/husserl-der-ursprung-der-geometrie-als-intentional-historisches-problem-1962-B/gallery/images/p-96-with-insertion-a/iiif/full/500,/0/default.jpg"
fd0c493c-d3ac-4daa-80a1-e591bb4458f5/p-196-with-insertion-a,"G. W. F. Hegel. La phénoménologie de l'esprit , Tome II. p. 196 with Insertion A",https://derridas-margins.princeton.edu/titles/127/,La Phénoménologie de l'esprit,Book,p. 196,1,,"https://derridas-margins.princeton.edu/library/hegel-phanomenologie-des-geistes-1947/gallery/images/p-196-with-insertion-a/iiif/full/500,/0/default.jpg"
111f41c5-bc8e-4b96-b59a-74297eb4e9ab/inside-front-cover-half-title-insertion-q-recto,"Derrida, Jacques. L'Origine de la géométrie. Inside front cover - half-title Insertion Q",https://derridas-margins.princeton.edu/titles/96/,L'origine de la géométrie,Book,Inside front cover - half-title,2,recto;verso,"https://derridas-margins.princeton.edu/library/husserl-der-ursprung-der-geometrie-als-intentional-historisches-problem-1962-B/gallery/images/inside-front-cover-half-title-insertion-q-recto/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/husserl-der-ursprung-der-geometrie-als-intentional-historisches-problem-1962-B/gallery/images/inside-front-cover-half-title-insertion-q-verso/iiif/full/500,/0/default.jpg"
b28b2a4a-7522-4b71-9db1-00ac9c41e2ff/pp447-448-insertion-a-verso,Logique formelle et logique transcendantale : essai d'une critique de la raison logique. pp.447-448 Insertion A,https://derridas-margins.princeton.edu/titles/247/,Logique formelle et logique transcendantale,Book,pp.447-448,2,verso;recto,"https://derridas-margins.princeton.edu/library/husserl-formale-und-transzendentale-logik-versuch-einer-kritik-der-logischen-1957-B/gallery/images/pp447-448-insertion-a-verso/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/husserl-formale-und-transzendentale-logik-versuch-einer-kritik-der-logischen-1957-B/gallery/images/pp447-448-insertion-a-recto/iiif/full/500,/0/default.jpg"
78c194f8-2b09-4933-bb2f-7c54c42986c5/pp-198-199-insertion-a-verso,Descartes. Discours de la méthode. pp. 198-199 Insertion A,https://derridas-margins.princeton.edu/titles/103/,Discours de la méthode,Book,pp. 198-199,2,verso;recto,"https://derridas-margins.princeton.edu/library/descartes-discours-de-la-methode-1943/gallery/images/pp-198-199-insertion-a-verso/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/descartes-discours-de-la-methode-1943/gallery/images/pp-198-199-insertion-a-recto/iiif/full/500,/0/default.jpg"
80d16b0c-9520-48d9-91b0-dabfc5aa8f65/pp-inside-front-cover-title-page-recto-insertion-d-verso,"Philosophical writings of Peirce,. pp. Inside Front Cover-Title Page recto Insertion D",https://derridas-margins.princeton.edu/titles/217/,The Philosophical Writings of Peirce,Book,pp. Inside Front Cover-Title Page recto,2,verso;recto,"https://derridas-margins.princeton.edu/library/peirce-the-philosophical-writings-of-peirce-1955/gallery/images/pp-inside-front-cover-title-page-recto-insertion-d-verso/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/peirce-the-philosophical-writings-of-peirce-1955/gallery/images/pp-inside-front-cover-title-page-recto-insertion-d-recto/iiif/full/500,/0/default.jpg"
b28b2a4a-7522-4b71-9db1-00ac9c41e2ff/pp-inside-front-cover-half-title-recto-insertion-a-verso,Logique formelle et logique transcendantale : essai d'une critique de la raison logique. pp. Inside front cover - Half-title recto Insertion A,https://derridas-margins.princeton.edu/titles/247/,Logique formelle et logique transcendantale,Book,pp. Inside front cover - Half-title recto,2,verso;recto,"https://derridas-margins.princeton.edu/library/husserl-formale-und-transzendentale-logik-versuch-einer-kritik-der-logischen-1957-B/gallery/images/pp-inside-front-cover-half-title-recto-insertion-a-verso/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/husserl-formale-und-transzendentale-logik-versuch-einer-kritik-der-logischen-1957-B/gallery/images/pp-inside-front-cover-half-title-recto-insertion-a-recto/iiif/full/500,/0/default.jpg"
c1ed0483-039d-4286-b3a6-e83860e8d171/pp-398-399-insertion-a-recto,Anthropologie structurale. pp. 398-399 Insertion A,https://derridas-margins.princeton.edu/titles/97/,Anthropologie structurale,Book,pp. 398-399,2,recto;verso,"https://derridas-margins.princeton.edu/library/levi-strauss-anthropologie-structurale-1958/gallery/images/pp-398-399-insertion-a-recto/iiif/full/500,/0/default.jpg;https://derridas-margins.princeton.edu/library/levi-strauss-anthropologie-structurale-1958/gallery/images/pp-398-399-insertion-a-verso/iiif/full/500,/0/default.jpg"
